date,home_team,away_team,elo_diff,home_elo,away_elo,home_form,away_form,home_avg_goals,away_avg_goals,home_avg_conceded,away_avg_conceded,neutral,result
1993-04-13,Poland,Finland,177.0,1797.0,1620.0,0.4,0.7714285714285714,0.75,1.0,0.75,0.7142857142857143,False,Home Win
1993-04-14,Romania,Cyprus,501.0,1823.0,1322.0,0.7000000000000001,0.4666666666666666,1.25,0.3333333333333333,1.0,1.3333333333333333,False,Home Win
1993-04-14,Italy,Estonia,729.0,1982.0,1253.0,2.4,0.19999999999999998,3.6666666666666665,0.0,0.6666666666666666,1.3333333333333333,False,Home Win
1993-04-15,Egypt,Zimbabwe,149.0,1663.0,1514.0,1.75,1.9,2.0,1.25,0.5,0.75,True,Draw
1993-04-16,Qatar,Singapore,230.0,1483.0,1253.0,1.5,0.9,2.25,1.5,2.25,1.75,False,Home Win
1993-04-17,Malta,Switzerland,-436.0,1377.0,1813.0,0.0,0.8666666666666667,0.3333333333333333,1.0,3.3333333333333335,0.6666666666666666,False,Away Win
1993-04-18,Cameroon,Guinea,202.0,1663.0,1461.0,1.15,0.6,0.875,0.6666666666666666,0.5,1.3333333333333333,False,Home Win
1993-04-18,Canada,Honduras,41.0,1556.0,1515.0,1.28,0.8799999999999999,1.4,1.5,0.8,1.0,False,Home Win
1993-04-18,Indonesia,Singapore,29.0,1282.0,1253.0,0.0,0.72,0.25,1.4,2.5,2.2,True,Away Win
1993-04-18,Morocco,Senegal,26.0,1573.0,1547.0,1.75,1.95,1.5,2.75,0.25,0.75,False,Home Win
1993-04-18,Thailand,Bangladesh,306.0,1354.0,1048.0,0.8571428571428571,1.0,0.5714285714285714,0.3333333333333333,1.1428571428571428,3.0,True,Home Win
1993-04-24,Indonesia,Qatar,-201.0,1282.0,1483.0,0.0,1.5,0.2,2.3333333333333335,2.4,2.0,True,Away Win
1993-04-25,Cameroon,Gabon,220.0,1663.0,1443.0,1.3555555555555554,0.6399999999999999,1.1111111111111112,1.2,0.5555555555555556,1.2,False,Draw
1993-04-25,Ethiopia,Uganda,-66.0,1438.0,1504.0,0.44999999999999996,1.0000000000000002,0.25,2.0,1.25,0.6666666666666666,False,Draw
1993-04-25,Morocco,Mali,169.0,1573.0,1404.0,2.0,0.13333333333333333,1.4,0.6666666666666666,0.2,1.3333333333333333,False,Home Win
1993-04-25,Mexico,Canada,258.0,1814.0,1556.0,1.0666666666666667,1.5666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.8333333333333334,False,Home Win
1993-04-25,Niger,Benin,53.0,1307.0,1254.0,0.8,0.6799999999999999,0.8,0.6,1.6,2.8,False,Home Win
1993-04-28,Bulgaria,Finland,183.0,1803.0,1620.0,0.30000000000000004,0.6749999999999999,1.0,1.0,2.0,0.875,False,Home Win
1993-04-28,Russia,Hungary,158.0,1881.0,1723.0,1.3333333333333333,0.6,1.8333333333333333,0.25,0.6666666666666666,0.75,False,Home Win
1993-04-28,Thailand,Japan,-106.0,1354.0,1460.0,1.125,2.0285714285714285,1.0,2.857142857142857,1.125,0.42857142857142855,True,Away Win
1993-04-30,Bangladesh,Japan,-412.0,1048.0,1460.0,0.75,2.15,0.5,2.625,3.25,0.375,True,Away Win
1993-04-30,Singapore,Qatar,-230.0,1253.0,1483.0,1.0666666666666667,1.875,1.2222222222222223,2.75,1.8888888888888888,1.625,False,Home Win
1993-05-01,Malaysia,Kuwait,-241.0,1250.0,1491.0,0.6,0.8,0.75,1.5,1.0,1.0,False,Draw
1993-05-01,Switzerland,Italy,-169.0,1813.0,1982.0,1.4,2.55,1.25,3.25,0.5,0.5,False,Home Win
1993-05-02,Guinea,Zimbabwe,-53.0,1461.0,1514.0,0.44999999999999996,1.5333333333333332,0.75,1.0,1.75,0.6666666666666666,False,Home Win
1993-05-02,Honduras,Mexico,-299.0,1515.0,1814.0,1.14,1.342857142857143,1.6,1.7142857142857142,0.9,1.1428571428571428,False,Away Win
1993-05-02,Singapore,Indonesia,-29.0,1253.0,1282.0,1.26,0.375,1.2,0.625,1.7,2.375,False,Home Win
1993-05-05,Bangladesh,Thailand,-306.0,1048.0,1354.0,0.5,1.1400000000000001,0.5,1.1,4.0,1.1,True,Away Win
1993-05-09,Canada,Mexico,-258.0,1556.0,1814.0,1.55,1.55,1.5,2.0,1.25,1.125,False,Away Win
1993-05-12,Bulgaria,Israel,233.0,1803.0,1570.0,0.8400000000000001,0.30000000000000004,1.2,0.75,1.6,1.75,False,Draw
1993-05-12,Estonia,Malta,-124.0,1253.0,1377.0,0.15,0.0,0.0,0.25,1.5,3.0,False,Away Win
1993-05-13,Finland,Austria,14.0,1620.0,1606.0,0.6,1.4000000000000001,0.8888888888888888,1.6666666666666667,1.0,1.0,False,Home Win
1993-05-14,Kuwait,Malaysia,241.0,1491.0,1250.0,1.02,1.0571428571428572,2.1,2.0,1.0,0.8571428571428571,True,Home Win
1993-05-15,Bahrain,India,172.0,1361.0,1189.0,0.6666666666666666,0.39999999999999997,0.3333333333333333,0.8571428571428571,0.6666666666666666,1.7142857142857142,True,Home Win
1993-05-19,Estonia,Scotland,-533.0,1253.0,1786.0,0.12,1.0,0.0,1.0,1.4,2.0,False,Away Win
1993-05-20,Zambia,Malawi,233.0,1588.0,1355.0,1.9000000000000001,1.0,2.1666666666666665,0.6666666666666666,0.5,0.6666666666666666,False,Draw
1993-05-22,Zambia,Malawi,233.0,1588.0,1355.0,1.6857142857142857,0.85,2.0,0.75,0.5714285714285714,0.75,False,Away Win
1993-05-23,Russia,Greece,215.0,1881.0,1666.0,1.5714285714285714,2.0,2.0,1.3333333333333333,0.5714285714285714,0.6666666666666666,False,Draw
1993-05-24,Zambia,Malawi,233.0,1588.0,1355.0,1.475,0.9199999999999999,1.75,0.8,0.625,0.6,False,Home Win
1993-05-26,Jordan,China,-365.0,1112.0,1477.0,0.72,1.2857142857142858,1.0,3.857142857142857,1.0,0.5714285714285714,False,Away Win
1993-05-28,Yemen,China,-306.0,1171.0,1477.0,1.3333333333333333,1.5,2.3333333333333335,3.75,2.6666666666666665,0.5,True,Home Win
1993-05-29,Poland,England,-143.0,1797.0,1940.0,1.2571428571428573,2.3333333333333335,1.2857142857142858,3.3333333333333335,0.5714285714285714,0.6666666666666666,False,Draw
1993-05-30,Jamaica,Martinique,-1.0,1411.0,1412.0,1.7999999999999998,1.5599999999999998,2.5,2.4,0.25,1.0,False,Draw
1993-05-30,Jordan,Pakistan,132.0,1112.0,980.0,0.6,0.0,0.8333333333333334,0.3333333333333333,1.3333333333333333,6.0,False,Home Win
1993-05-30,Iraq,China,189.0,1666.0,1477.0,1.56,1.3333333333333333,3.6,3.3333333333333335,1.0,0.5555555555555556,True,Home Win
1993-06-02,Lithuania,Spain,-472.0,1358.0,1830.0,0.7,1.6,1.125,2.25,2.0,0.75,False,Away Win
1993-06-02,Denmark,Albania,450.0,1899.0,1449.0,1.6,0.25,1.4,0.75,0.8,1.75,False,Home Win
1993-06-02,Scotland,Estonia,533.0,1786.0,1253.0,1.5,0.09999999999999999,1.5,0.0,1.5,1.6666666666666667,False,Home Win
1993-06-02,Norway,England,-182.0,1758.0,1940.0,1.5333333333333332,2.0,3.3333333333333335,2.75,1.0,0.75,False,Home Win
1993-06-02,Sweden,Israel,241.0,1811.0,1570.0,1.4000000000000001,0.44000000000000006,1.3333333333333333,1.0,0.6666666666666666,1.8,False,Home Win
1993-06-05,Bahrain,Lebanon,108.0,1361.0,1253.0,1.25,0.7000000000000001,0.75,0.8333333333333334,0.75,1.1666666666666667,True,Draw
1993-06-06,Peru,Bolivia,189.0,1773.0,1584.0,0.26666666666666666,0.45999999999999996,0.3333333333333333,1.0,0.8333333333333334,1.1,False,Home Win
1993-06-07,India,Bahrain,-172.0,1189.0,1361.0,0.35,1.2,0.875,0.6,1.75,0.6,True,Away Win
1993-06-09,Netherlands,Norway,198.0,1956.0,1758.0,2.3333333333333335,1.9,3.6666666666666665,3.0,1.0,0.75,False,Draw
1993-06-09,Ecuador,Chile,-187.0,1589.0,1776.0,0.9333333333333335,0.5333333333333333,1.6666666666666667,1.0,0.3333333333333333,1.0,False,Away Win
1993-06-11,Peru,Venezuela,522.0,1773.0,1251.0,0.4,0.4,0.42857142857142855,0.3333333333333333,0.7142857142857143,0.3333333333333333,False,Home Win
1993-06-11,India,Lebanon,-64.0,1189.0,1253.0,0.27999999999999997,0.911111111111111,0.7,0.7777777777777778,2.4,1.1111111111111112,True,Away Win
1993-06-11,Singapore,Indonesia,-29.0,1253.0,1282.0,1.6800000000000002,0.48,1.9,0.7,1.5,2.1,False,Draw
1993-06-12,China,Pakistan,497.0,1477.0,980.0,1.2,0.0,3.0,0.3333333333333333,0.6,5.0,False,Home Win
1993-06-12,Yemen,Jordan,59.0,1171.0,1112.0,1.75,0.9428571428571428,2.0,1.1428571428571428,2.0,1.2857142857142858,True,Draw
1993-06-13,Bolivia,Chile,-192.0,1584.0,1776.0,0.45999999999999996,0.7000000000000001,0.9,1.25,1.0,1.0,False,Away Win
1993-06-13,Brazil,England,52.0,1992.0,1940.0,0.7999999999999999,1.3333333333333333,2.0,1.8333333333333333,1.5,1.1666666666666667,True,Draw
1993-06-13,Thailand,Laos,402.0,1354.0,952.0,1.56,0.6,2.0,1.3333333333333333,0.9,6.0,True,Home Win
1993-06-14,Iran,Turkmenistan,131.0,1640.0,1509.0,1.2000000000000002,0.8000000000000002,2.6666666666666665,3.6666666666666665,0.3333333333333333,0.6666666666666666,False,Home Win
1993-06-14,Iraq,Jordan,336.0,1677.0,1341.0,1.8,0.95,3.1666666666666665,1.125,0.8333333333333334,1.25,True,Home Win
1993-06-14,Pakistan,Yemen,-301.0,950.0,1251.0,0.0,1.6,0.2857142857142857,1.8,4.714285714285714,1.8,True,Away Win
1993-06-15,Ecuador,Venezuela,338.0,1589.0,1251.0,0.7000000000000001,0.30000000000000004,1.5,0.5,0.75,1.0,False,Home Win
1993-06-15,Myanmar,Brunei,284.0,1173.0,889.0,1.2,0.0,3.0,1.6666666666666667,1.3333333333333333,3.6666666666666665,True,Home Win
1993-06-15,Thailand,Malaysia,104.0,1354.0,1250.0,1.7399999999999998,1.16,2.4,2.9,0.9,1.1,True,Home Win
1993-06-16,China,Jordan,136.0,1477.0,1341.0,1.5,0.8444444444444444,3.3,1.0,0.5,1.5555555555555556,False,Home Win
1993-06-16,Colombia,Mexico,-467.0,1347.0,1814.0,0.8000000000000002,1.6600000000000001,1.5,2.1,0.6666666666666666,1.1,True,Home Win
1993-06-16,Finland,Israel,50.0,1620.0,1570.0,0.8399999999999999,0.3666666666666667,1.1,0.8333333333333334,1.0,2.3333333333333335,False,Draw
1993-06-16,Iceland,Hungary,-159.0,1564.0,1723.0,0.7999999999999999,0.6,1.0,0.8333333333333334,1.0,1.3333333333333333,False,Home Win
1993-06-16,Iraq,Yemen,426.0,1677.0,1251.0,1.9714285714285715,1.8333333333333333,3.2857142857142856,2.0,0.7142857142857143,1.5,True,Home Win
1993-06-17,Singapore,Myanmar,80.0,1253.0,1173.0,1.6199999999999999,1.3499999999999999,1.8,3.75,1.2,1.0,False,Draw
1993-06-17,Thailand,Indonesia,72.0,1354.0,1282.0,1.6199999999999999,0.72,2.5,1.0,0.9,1.8,True,Home Win
1993-06-18,Brazil,Peru,219.0,1992.0,1773.0,0.76,0.5,1.8,0.75,1.4,0.75,True,Draw
1993-06-18,China,Yemen,226.0,1477.0,1251.0,1.6199999999999999,1.5714285714285714,3.3,1.7142857142857142,0.6,1.7142857142857142,False,Home Win
1993-06-18,Iraq,Pakistan,727.0,1677.0,950.0,2.1,0.0,3.25,0.25,0.625,4.5,True,Home Win
1993-06-18,Paraguay,Chile,-117.0,1659.0,1776.0,0.6,0.8,1.0,1.6,1.6666666666666667,1.0,True,Home Win
1993-06-19,England,Germany,-55.0,1940.0,1995.0,1.2285714285714284,1.2000000000000002,1.7142857142857142,3.5,1.1428571428571428,1.75,True,Away Win
1993-06-19,Portugal,Malta,409.0,1786.0,1377.0,1.48,0.6,1.8,0.4,1.0,2.4,False,Home Win
1993-06-19,Singapore,Indonesia,-29.0,1253.0,1282.0,1.6800000000000002,0.72,2.0,1.0,1.1,1.5,False,Home Win
1993-06-20,China,Iraq,-200.0,1477.0,1677.0,1.92,2.2,3.4,3.3333333333333335,0.5,0.5555555555555556,False,Home Win
1993-06-20,Argentina,Mexico,25.0,1839.0,1814.0,1.2333333333333334,1.6600000000000001,1.0,2.2,0.6666666666666666,1.1,True,Draw
1993-06-20,Colombia,Bolivia,-237.0,1347.0,1584.0,1.0714285714285716,0.33999999999999997,1.5714285714285714,0.6,0.7142857142857143,1.1,True,Draw
1993-06-20,Mali,Senegal,-143.0,1404.0,1547.0,0.1,1.56,0.5,2.2,1.25,0.8,False,Away Win
1993-06-20,Thailand,Myanmar,181.0,1354.0,1173.0,1.8,1.1999999999999997,2.6,3.6,0.8,1.4,True,Home Win
1993-06-20,Pakistan,Jordan,-391.0,950.0,1341.0,0.0,0.76,0.2222222222222222,1.0,4.444444444444445,1.8,True,Away Win
1993-06-21,Brazil,Chile,216.0,1992.0,1776.0,0.7833333333333333,0.6666666666666666,1.5,1.3333333333333333,1.1666666666666667,1.0,True,Away Win
1993-06-21,Paraguay,Peru,-114.0,1659.0,1773.0,1.125,0.5444444444444445,1.0,0.6666666666666666,1.25,0.6666666666666666,True,Draw
1993-06-23,Argentina,Colombia,492.0,1839.0,1347.0,1.1500000000000001,1.05,1.0,1.5,0.75,0.75,True,Draw
1993-06-23,Mexico,Bolivia,230.0,1814.0,1584.0,1.7100000000000002,0.43,2.2,0.7,1.1,1.1,True,Draw
1993-06-24,Brazil,Paraguay,333.0,1992.0,1659.0,0.6714285714285715,1.08,1.5714285714285714,1.0,1.4285714285714286,1.2,True,Home Win
1993-06-24,Chile,Peru,3.0,1776.0,1773.0,0.9571428571428573,0.5800000000000001,1.5714285714285714,0.7,1.1428571428571428,0.7,True,Away Win
1993-06-26,Colombia,Uruguay,-508.0,1347.0,1855.0,1.0333333333333334,1.2,1.4444444444444444,1.3333333333333333,0.7777777777777778,1.3333333333333333,True,Draw
1993-06-26,Ecuador,Paraguay,-70.0,1589.0,1659.0,1.5571428571428572,0.9,2.2857142857142856,0.8333333333333334,0.7142857142857143,1.5,False,Home Win
1993-06-27,Brazil,Argentina,153.0,1992.0,1839.0,0.925,1.1,1.75,1.0,1.25,0.8,True,Draw
1993-06-27,Iran,Syria,352.0,1640.0,1288.0,1.4666666666666668,1.1,2.6666666666666665,1.0,0.3333333333333333,0.75,False,Draw
1993-06-27,Peru,Mexico,-41.0,1773.0,1814.0,0.8100000000000002,1.8,0.8,2.2,0.7,0.9,True,Away Win
1993-06-30,Ecuador,Mexico,-225.0,1589.0,1814.0,1.7000000000000002,1.8900000000000001,2.375,2.4,0.625,0.9,False,Away Win
1993-07-01,Colombia,Argentina,-492.0,1347.0,1839.0,1.02,1.0666666666666667,1.4,1.0,0.8,0.8333333333333334,True,Draw
1993-07-02,Estonia,Latvia,-146.0,1253.0,1399.0,0.08571428571428572,0.4666666666666666,0.14285714285714285,0.6666666666666666,1.8571428571428572,1.3333333333333333,False,Away Win
1993-07-02,Syria,Taiwan,40.0,1288.0,1248.0,1.08,0.0,1.0,0.3333333333333333,0.8,3.3333333333333335,False,Home Win
1993-07-03,Ecuador,Colombia,242.0,1589.0,1347.0,1.5111111111111113,1.07,2.111111111111111,1.4,0.7777777777777778,0.8,False,Away Win
1993-07-03,Latvia,Lithuania,41.0,1399.0,1358.0,0.6571428571428571,0.5599999999999999,0.8571428571428571,0.9,1.1428571428571428,1.9,True,Draw
1993-07-03,Nigeria,Algeria,-87.0,1622.0,1709.0,1.16,1.5333333333333332,1.4,1.5,0.6,0.6666666666666666,False,Home Win
1993-07-04,Taiwan,Iran,-392.0,1248.0,1640.0,0.0,1.6,0.5,2.25,4.5,0.375,True,Away Win
1993-07-04,Argentina,Mexico,25.0,1839.0,1814.0,1.042857142857143,1.86,0.8571428571428571,2.3,0.7142857142857143,0.8,True,Home Win
1993-07-04,Estonia,Lithuania,-105.0,1253.0,1358.0,0.075,0.43999999999999995,0.125,0.7,1.875,1.8,False,Home Win
1993-07-04,Gabon,Mali,39.0,1443.0,1404.0,0.6333333333333333,0.08,1.0,0.4,1.0,1.4,False,Away Win
1993-07-04,Zambia,Morocco,15.0,1588.0,1573.0,1.4444444444444444,1.9666666666666668,2.0,1.3333333333333333,0.7777777777777778,0.16666666666666666,False,Home Win
1993-07-04,Zimbabwe,Cameroon,-149.0,1514.0,1663.0,1.3142857142857143,1.2799999999999998,0.8571428571428571,1.0,1.0,0.5,False,Home Win
1993-07-07,Syria,Iran,-352.0,1288.0,1640.0,1.6285714285714286,1.7555555555555555,2.142857142857143,2.6666666666666665,0.8571428571428571,0.3333333333333333,False,Draw
1993-07-09,Sudan,Ethiopia,-75.0,1363.0,1438.0,0.3333333333333333,0.4666666666666666,0.6666666666666666,0.6666666666666666,2.0,1.3333333333333333,False,Home Win
1993-07-10,Honduras,Panama,264.0,1515.0,1251.0,0.78,0.15,1.4,0.5,1.5,2.0,True,Home Win
1993-07-11,Benin,Cameroon,-409.0,1254.0,1663.0,0.5666666666666667,0.9799999999999999,0.6666666666666666,0.8,3.0,0.5,False,Away Win
1993-07-11,Egypt,Morocco,90.0,1663.0,1573.0,1.6749999999999998,1.6857142857142857,1.625,1.2857142857142858,0.375,0.42857142857142855,False,Draw
1993-07-11,Gabon,Niger,136.0,1443.0,1307.0,0.5428571428571428,0.8285714285714285,0.8571428571428571,1.4285714285714286,1.1428571428571428,1.7142857142857142,False,Home Win
1993-07-11,Mali,Malawi,49.0,1404.0,1355.0,0.26666666666666666,0.6888888888888889,0.6666666666666666,1.1111111111111112,1.1666666666666667,1.1111111111111112,False,Home Win
1993-07-11,Mexico,Martinique,402.0,1814.0,1412.0,1.56,1.257142857142857,2.0,1.8571428571428572,1.0,0.8571428571428571,False,Home Win
1993-07-13,Peru,Uruguay,-82.0,1773.0,1855.0,0.7700000000000001,1.125,0.9,1.25,1.0,1.25,False,Away Win
1993-07-14,Honduras,Jamaica,104.0,1515.0,1411.0,0.78,1.1714285714285713,1.6,1.5714285714285714,1.6,0.42857142857142855,True,Away Win
1993-07-14,Brazil,Paraguay,333.0,1992.0,1659.0,0.9222222222222223,0.7714285714285715,1.6666666666666667,0.7142857142857143,1.2222222222222223,1.7142857142857142,False,Home Win
1993-07-15,Canada,Martinique,144.0,1556.0,1412.0,1.3,1.0999999999999999,1.4,1.625,1.3,1.875,True,Draw
1993-07-17,Jamaica,Panama,160.0,1411.0,1251.0,1.25,0.09999999999999999,1.75,0.6666666666666666,0.5,2.5,True,Draw
1993-07-17,Senegal,Morocco,-26.0,1547.0,1573.0,1.3714285714285714,1.55,2.0,1.25,0.7142857142857143,0.5,False,Away Win
1993-07-17,Uganda,Nigeria,-118.0,1504.0,1622.0,0.9000000000000001,1.4666666666666668,2.0,1.8333333333333333,1.0,0.6666666666666666,False,Draw
1993-07-17,Uruguay,Peru,82.0,1855.0,1773.0,1.1400000000000001,0.7300000000000001,1.4,0.9,1.2,1.1,False,Home Win
1993-07-18,Guinea,Cameroon,-202.0,1461.0,1663.0,0.8999999999999999,1.06,1.3333333333333333,1.1,1.5,0.5,False,Away Win
1993-07-18,Ecuador,Brazil,-403.0,1589.0,1992.0,1.36,0.95,1.9,1.7,0.8,1.1,False,Draw
1993-07-18,Venezuela,Bolivia,-333.0,1251.0,1584.0,0.42857142857142855,0.48,1.1428571428571428,0.5,2.142857142857143,0.9,False,Away Win
1993-07-18,Mexico,Canada,258.0,1814.0,1556.0,1.2,1.3599999999999999,2.4,1.6,0.9,1.3,False,Home Win
1993-07-22,Mexico,Jamaica,403.0,1814.0,1411.0,1.2600000000000002,1.1777777777777778,2.9,1.6666666666666667,0.8,0.5555555555555556,False,Home Win
1993-07-24,Nigeria,Ethiopia,184.0,1622.0,1438.0,1.342857142857143,0.39999999999999997,1.5714285714285714,0.5714285714285714,0.5714285714285714,1.2857142857142858,False,Home Win
1993-07-24,Uganda,Sudan,141.0,1504.0,1363.0,0.8400000000000001,0.7,1.6,0.75,0.8,1.5,False,Home Win
1993-07-24,Kenya,Mozambique,177.0,1511.0,1334.0,1.7999999999999998,0.5599999999999999,1.5,0.6,0.0,1.6,False,Home Win
1993-07-25,Algeria,Senegal,162.0,1709.0,1547.0,1.15,1.2,1.25,1.875,1.125,1.0,False,Home Win
1993-07-25,Benin,Gabon,-189.0,1254.0,1443.0,0.4857142857142857,0.7,0.5714285714285714,1.125,3.0,1.0,False,Away Win
1993-07-25,Bolivia,Brazil,-408.0,1584.0,1992.0,0.74,1.01,1.2,1.6,1.0,1.0,False,Home Win
1993-07-25,Cameroon,Niger,356.0,1663.0,1307.0,1.3,0.725,1.2,1.25,0.5,1.875,False,Home Win
1993-07-25,Mali,Egypt,-259.0,1404.0,1663.0,0.4857142857142857,1.5555555555555556,0.8571428571428571,1.5555555555555556,1.1428571428571428,0.4444444444444444,False,Home Win
1993-07-25,Venezuela,Uruguay,-604.0,1251.0,1855.0,0.375,1.1500000000000001,1.125,1.6666666666666667,2.75,1.0,False,Away Win
1993-07-25,Zimbabwe,Zambia,-74.0,1514.0,1588.0,1.5555555555555556,1.48,1.0,2.0,0.7777777777777778,0.7,False,Draw
1993-07-25,Malawi,Morocco,-218.0,1355.0,1573.0,0.62,1.7111111111111112,1.1,1.4444444444444444,1.2,0.5555555555555556,False,Away Win
1993-07-28,France,Russia,13.0,1894.0,1881.0,3.0,1.4444444444444444,2.3333333333333335,1.7777777777777777,0.3333333333333333,0.6666666666666666,False,Home Win
1993-07-31,Canada,Australia,-156.0,1556.0,1712.0,1.2399999999999998,1.8,1.4,1.5,2.1,0.75,False,Home Win
1993-08-01,Colombia,Paraguay,-312.0,1347.0,1659.0,1.2200000000000002,0.675,1.1,0.625,0.7,1.75,False,Draw
1993-08-01,Peru,Argentina,-66.0,1773.0,1839.0,0.7300000000000001,1.25,0.9,1.0,1.2,0.75,False,Away Win
1993-08-01,Uruguay,Ecuador,266.0,1855.0,1589.0,1.4142857142857144,1.4200000000000002,1.5714285714285714,1.8,0.8571428571428571,0.7,False,Draw
1993-08-01,Venezuela,Brazil,-741.0,1251.0,1992.0,0.3333333333333333,0.97,1.0,1.4,2.5555555555555554,1.0,False,Away Win
1993-08-07,Senegal,Zambia,-41.0,1547.0,1588.0,1.0666666666666667,1.24,1.6666666666666667,1.7,1.3333333333333333,0.8,True,Draw
1993-08-08,Bolivia,Uruguay,-271.0,1584.0,1855.0,1.0,1.3625,1.4,1.375,1.0,0.75,False,Home Win
1993-08-08,Brazil,Mexico,178.0,1992.0,1814.0,1.09,1.53,1.7,3.7,1.1,0.6,False,Draw
1993-08-08,Ecuador,Venezuela,338.0,1589.0,1251.0,1.4000000000000001,0.3,1.5,1.0,0.7,2.8,False,Home Win
1993-08-08,Paraguay,Argentina,-180.0,1659.0,1839.0,0.7111111111111111,1.4444444444444444,0.5555555555555556,1.0,1.5555555555555556,0.6666666666666666,False,Away Win
1993-08-08,Peru,Colombia,426.0,1773.0,1347.0,0.6900000000000001,1.2,0.9,0.9,1.3,0.6,False,Away Win
1993-08-11,Sweden,Switzerland,-2.0,1811.0,1813.0,1.8,1.72,2.25,1.2,0.5,0.4,False,Away Win
1993-08-15,Paraguay,Peru,-114.0,1659.0,1773.0,0.64,0.6900000000000001,0.6,0.9,1.7,1.3,False,Home Win
1993-08-15,Australia,Canada,156.0,1712.0,1556.0,1.44,1.42,1.4,1.5,1.0,2.2,False,Home Win
1993-08-15,Bolivia,Ecuador,-5.0,1584.0,1589.0,1.3,1.58,1.6,1.9,0.9,0.7,False,Home Win
1993-08-15,Colombia,Argentina,-492.0,1347.0,1839.0,1.46,1.6,0.9,1.2,0.5,0.7,False,Home Win
1993-08-15,Congo,Guinea,51.0,1512.0,1461.0,0.15,0.8666666666666667,0.0,1.4444444444444444,1.0,1.1111111111111112,False,Draw
1993-08-15,Uruguay,Brazil,-137.0,1855.0,1992.0,1.2111111111111112,1.07,1.3333333333333333,1.5,1.0,0.9,False,Draw
1993-08-22,Paraguay,Colombia,312.0,1659.0,1347.0,0.76,1.7200000000000002,0.7,1.0,1.8,0.5,False,Draw
1993-08-22,Bolivia,Venezuela,333.0,1584.0,1251.0,1.56,0.26,1.7,1.0,0.9,3.3,False,Home Win
1993-08-22,Brazil,Ecuador,403.0,1992.0,1589.0,1.11,1.58,1.5,1.8,0.9,0.6,False,Home Win
1993-08-22,Sweden,France,-83.0,1811.0,1894.0,1.44,2.55,2.0,2.5,0.8,0.5,False,Draw
1993-08-22,Argentina,Peru,66.0,1839.0,1773.0,1.56,0.5700000000000001,1.2,0.9,0.8,1.5,False,Home Win
1993-08-24,Mauritius,Madagascar,-241.0,1251.0,1492.0,0.48,1.5999999999999999,0.8,2.3333333333333335,1.6,1.0,True,Away Win
1993-08-25,Austria,Finland,-14.0,1606.0,1620.0,0.8400000000000001,0.8800000000000001,1.2,1.1,1.4,1.0,False,Home Win
1993-08-25,Denmark,Lithuania,541.0,1899.0,1358.0,1.8333333333333333,0.43999999999999995,1.8333333333333333,0.8,0.6666666666666666,1.7,False,Home Win
1993-08-28,Seychelles,Mauritius,-262.0,989.0,1251.0,0.0,0.34285714285714286,0.3333333333333333,0.7142857142857143,2.0,1.5714285714285714,False,Away Win
1993-08-29,Brazil,Bolivia,215.0,1928.0,1713.0,1.32,1.6800000000000002,1.7,2.2,0.9,0.8,False,Home Win
1993-08-29,Uruguay,Venezuela,459.0,1782.0,1323.0,1.19,0.22000000000000003,1.3,1.0,1.0,4.0,False,Home Win
